#"Step","Potential Energy (kJ/mole)","Temperature (K)"
731,-465.95036539210207,57.09126194953084
732,-464.5567764817359,56.52039242387337
733,-463.1035639633849,56.04679881497145
734,-461.6512479112117,54.92043327176761
735,-460.24215205441044,54.48861075706265
736,-458.89828076417655,54.18463105659487
737,-457.62919779933554,53.10461910899821
738,-456.4761512090386,51.65873677233171
739,-455.49312706927196,50.96233082908183
740,-454.7649098894459,50.605795591411756
741,-454.20330265968465,50.32278806452295
742,-453.79325477376705,50.47744106532833
743,-453.5892151911198,50.86753531351718
744,-453.51805162168114,50.91496746765249
745,-453.5512996545712,50.906571229525795
746,-453.7377594140296,51.102093859385306
747,-454.07852015812955,51.48885727910346
748,-454.5128737029476,51.525332736047034
749,-454.97728561647807,51.998480447650955
750,-455.476907945276,52.45883919008332
751,-456.02717497434855,53.264611012838145
752,-456.5558541693794,53.50510860029064
753,-457.1621798053175,54.200422190074015
754,-457.70865466440387,55.03861460833473
755,-458.1551259652658,55.74001028185152
756,-458.48067058524873,56.11133817299392
757,-458.7036011939458,56.50222381930625
758,-458.85444775183885,56.488217552115366
759,-458.9171260459487,56.75855505122598
760,-458.9128082573325,56.98523766594305
761,-458.83789481714797,56.95324919759683
762,-458.67671325825967,56.85799842534652
763,-458.5144329482381,57.361197038497444
764,-458.3300823442753,57.7231221987193
765,-458.1555277351007,58.165332521898414
766,-458.01334185987065,57.902442666423134
767,-457.86227094382673,57.73561974409113
768,-457.72232315841313,57.95503518399937
769,-457.57579907978715,57.80779425237644
770,-457.43577568524626,57.77255749837329
771,-457.2749086612032,57.88439793440598
772,-457.1216822851356,57.702885084255776
773,-456.992464436537,58.435915396458384
774,-456.84616789385507,58.09675291285811
775,-456.67713881222073,58.67754065757464
776,-456.5244690577789,58.9582193202721
777,-456.3483116425822,58.77812563327317
778,-456.1454404626068,58.53680642532606
779,-455.91752773746725,58.10807415866905
780,-455.78180196765203,57.67945385468998
781,-455.6922067508732,57.53831931605838
782,-455.6765989027042,57.694783842042355
783,-455.6965060891932,57.91770864374499
784,-455.789939100715,58.51553130829471
785,-455.9912831984084,58.31637795058123
786,-456.29198693651756,58.543422175295376
787,-456.7133857193967,59.06950212046443
788,-457.23019374430453,59.38440711277498
789,-457.8025199833285,59.73458623903631
790,-458.4547046537112,60.05776656196234
791,-459.16493883134035,60.8176983704214
792,-459.9167415456272,61.136617935302574
793,-460.72441698166347,62.28132234753124
794,-461.5743521629649,62.95812495326346
795,-462.42737916554927,64.22379749919646
796,-463.252136174482,64.43955072603603
797,-464.0671436710922,65.1970219247985
798,-464.8565582130987,66.69497891501507
799,-465.52399559813847,67.28792157128608
800,-466.115159019003,67.3371438570871
801,-466.54632011700943,67.98281124720968
802,-466.7593714108833,68.32797211691701
803,-466.7916818974169,68.47723855864987
804,-466.57297874025556,68.67499737089547
805,-466.17678180017,67.87096904737008
806,-465.55693015801376,67.5048959555667
807,-464.75775452369965,67.12756962714144
808,-463.7755766454746,67.4606758955356
809,-462.6528625250346,67.19155347509316
810,-461.4025095646918,66.07747420102058
811,-460.0753655644814,64.72221866002339
812,-458.72473680476463,63.97875784944852
813,-457.4496517363471,63.17560249421389
814,-456.2922123581092,62.21414269451228
815,-455.26376599961566,61.615295800408745
816,-454.4167432488074,61.34669245740538
817,-453.7629220065332,61.082484303770634
818,-453.33292361056783,60.7941977605398
819,-453.17335482882504,60.38985886817042
820,-453.29654675582844,60.961073229984414
821,-453.7196945754656,61.434164226328306
822,-454.3742986438066,62.36004746334251
823,-455.2300500995178,63.46699767065188
824,-456.22537448407655,63.50417738281887
825,-457.351535057481,65.1969678932116
826,-458.6256077460925,65.87333387918387
827,-459.8718172298409,66.75454728756516
828,-461.0105725880353,68.07299168692505
829,-462.01407820663394,68.64067714147738
830,-462.8426042181671,69.92117127419895
831,-463.42176403641406,70.74732923544661
832,-463.7744484917165,71.23416023094846
833,-463.8988571201517,71.11387831842482
834,-463.68186475313234,71.64714223643878
835,-463.16257521707274,71.04810142234173
836,-462.375810611532,70.82380472364297
837,-461.3616871153994,70.93168529327839
838,-460.20323483602385,70.25314393144282
839,-458.9281803267385,69.43155473609771
840,-457.58188166619743,68.87402341072867
841,-456.2097314075494,68.01325177724613
842,-454.85219248284744,67.56961474508307
843,-453.5307566747399,66.62615591016396
844,-452.362803816656,66.37172579218061
845,-451.3433114618585,65.92306539880713
846,-450.5709191502443,65.6776721904189
847,-450.00444836153383,66.04073243108593
848,-449.6263473828562,66.32154413978931
849,-449.45241061422985,66.17707399084809
850,-449.48455858380856,66.44177642276175
851,-449.72648836406523,66.57957924943288
852,-450.22016267961976,67.32923707279978
853,-450.9275270333029,67.98203234126362
854,-451.7746694701107,68.75387132337977
855,-452.71063617607035,70.08174792660468
856,-453.6735353583168,70.39356683771567
857,-454.62312973198163,71.19014785324332
858,-455.4966192879776,72.57715385347797
859,-456.17971387348547,73.40348540964013
860,-456.6465320947813,74.3079803580234
861,-456.87272842837444,74.94679012348028
862,-456.83046941538015,75.04477595108469
863,-456.4996218959953,75.6052737351888
864,-455.94802327563406,75.3798452588091
865,-455.15270956057975,73.97886243587143
866,-454.1586408492066,73.66237711377889
867,-452.99505634020863,73.29381453177919
868,-451.6537559623626,72.48205402585205
869,-450.21531762686374,72.15741923888145
870,-448.80252178026257,71.63166163451032
871,-447.4435677379478,70.51033971627614
872,-446.25274350609783,70.08905621550339
873,-445.2714947207789,69.6122241091608
874,-444.55928161089156,69.46313672276203
875,-444.15574577949627,68.98986995741865
876,-444.04473680840283,68.63756685088397
877,-444.25147872830564,68.91891608732801
878,-444.72638241743965,69.2456933145768
879,-445.4512270512984,69.49887110008422
880,-446.41002774980853,70.8231804050963
881,-447.48308800253824,72.21563059253668
882,-448.6636213324849,72.56423504816816
883,-449.8817536578464,73.15551558209884
884,-451.06201913451935,73.76020916211854
885,-452.17319881098996,74.66748327156172
886,-453.1664817454311,74.99769698746286
887,-454.0328517691599,75.46017555794229
888,-454.6956240713498,76.85786970440972
889,-455.05846161730614,77.16729651675358
890,-455.08458738149193,77.56210672653715
891,-454.7879906564435,77.99970717559526
892,-454.1150746176693,77.65891624115346
893,-453.14503691893486,77.49457952762928
894,-451.88405091631085,76.91091124650592
895,-450.368119984441,75.53255474267948
896,-448.72276991161124,74.9725516172503
897,-446.941769190482,73.77076217357242
898,-445.06713897488623,73.02126009051976
899,-443.214662372785,71.75871548027827
900,-441.43214182029055,70.75462027273333
901,-439.75754592208864,69.95949008362797
902,-438.3136135583367,68.93375234189786
903,-437.1598298235163,67.83073771007912
904,-436.30223516722936,67.55338479110573
905,-435.6622491708742,67.33596876869733
906,-435.3953316195467,67.0684353452249
907,-435.4275673996935,67.36540395378928
908,-435.76623961890425,67.82882465587092
909,-436.3802691677827,68.7220688848731
910,-437.2404612115826,68.90288415875379
911,-438.2528423501383,70.21338906570574
912,-439.3458570042482,70.86435621289534
913,-440.4397051536306,72.2435540582831
914,-441.5264747227145,73.46723423495207
915,-442.44487681514073,73.91311508645934
916,-443.24066962222406,74.62560601490866
917,-443.9163770063915,75.29070412860169
918,-444.35058601708704,75.27087687242053
919,-444.50226905215646,75.09274013162178
920,-444.38751920347596,75.82238985256808
921,-443.9988677835922,75.59941931100516
922,-443.3892906826181,76.23783094697694
923,-442.60751901263717,75.501404733614
924,-441.6648485801016,75.01801142014516
925,-440.54297583895277,73.89602874119255
926,-439.3268489881466,73.36080948591666
927,-438.0667760353552,72.2226081068986
928,-436.8405105059234,71.62933286983193
929,-435.64515242578887,70.77981702841367
930,-434.498676235183,69.35915605514535
931,-433.42464104974454,68.37452826977167
932,-432.5071110880814,67.89280403419316
933,-431.68374189203723,67.75416957624788
934,-431.05343042201525,67.51512987595206
935,-430.6044189313727,67.28429039141211
936,-430.3641030391515,67.63588006193622
937,-430.36829917477303,68.21738462776928
938,-430.5617996611993,68.23692658603673
939,-431.0002837556551,68.74264467553634
940,-431.62716577772204,69.40624885720584
941,-432.4407844690951,70.2247604611545
942,-433.4078474046619,70.77254669659273
943,-434.5478692717974,72.06518191267685
944,-435.71941174351065,72.72729047748051
945,-436.9344381132415,73.63314337316567
946,-438.1778931046851,73.97945096238583
947,-439.4346432953673,75.03622968266873
948,-440.6087571523389,76.74328162734187
949,-441.67770829698446,77.57321915585644
950,-442.61249661100885,78.25862718837836
951,-443.31755375131553,79.11895912893054
952,-443.81289982667056,79.08261468681334
953,-444.0689658974988,79.71545278538608
954,-444.0703015535386,79.73644578609533
955,-443.8647547437805,79.29000563639546
956,-443.4225738985026,78.73532604668357
957,-442.810128769212,79.1611010750979
958,-442.0273106939452,78.78654943286766
959,-441.1163758908304,77.75874422398523
960,-440.10684775848904,76.75435058082816
961,-439.0303155418715,75.96766008916543
962,-437.91366272332004,75.75365350152181
963,-436.7987213097383,75.14331739070344
964,-435.732305536814,74.72159007805978
965,-434.7796298784935,74.10477561984442
966,-433.85197674004036,73.64285892913118
967,-433.08934341500077,73.00525416201579
968,-432.49681761709434,73.56684613114184
969,-432.0667794140167,73.39769816868535
970,-431.82090564094256,73.51684654750038
971,-431.7596845772373,74.38109449650518
972,-431.91810730244765,75.63578401146246
973,-432.2031844570137,76.05441620401795
974,-432.6541756650106,76.89970315539342
975,-433.2923996900151,77.56882529257797
976,-434.0570552686461,77.50793752579314
977,-434.9149722138358,78.5064513982114
978,-435.81564023749763,78.9336916225276
979,-436.70680622687706,79.90740159913959
980,-437.52910519875275,80.81500574129049
981,-438.27158052344,81.67936214272373
982,-438.86610097175287,82.09388337284904
983,-439.3079370614769,82.80622289139487
984,-439.58512622660305,83.33374787903482
985,-439.7117252794825,83.41000039220661
986,-439.5700654293633,83.64432620789265
987,-439.2349367641589,84.59495761160234
988,-438.76231910581674,85.20801433468753
989,-438.0685248701943,84.8854981724999
990,-437.2058695564167,85.059166476383
991,-436.22417094805985,83.72739067998535
992,-435.109626004082,83.64119174133016
993,-433.89330784750024,83.26547681073271
994,-432.6763561325487,82.47742302415242
995,-431.4878472393689,81.96839071740474
996,-430.3491224679437,81.7710999064225
997,-429.32794867585113,80.76909421025039
998,-428.39693408323575,81.10818007621332
999,-427.6273789835268,81.00654826547313
1000,-426.9987359523037,80.62537192467197
